Material,Número de material,Ce.,Alm.,UMB,Fabricante,Número de un fabricante,Ubic.
0ZU0408,GRANINI 100% TOMATE 1L PET 6U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0599,PAGO LIMONADA 20CL SR 12U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0734,GRANINI PITAYA-GUAYABA 20CL 24U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0740,HOHES C VITAMIN W&F REVITALIZ PET 500 6U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0741,HOHES C VITAMIN W&F ANTIOX PET 500 6U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0742,HOHES C VITAMIN W&F ENERGY PET 500 6U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0743,JUVER DISFRU. NARANJA ESP SLIM 1L 12U,D131,0001,CAJ,30451,"JUVER ALIMENTACION, S.L.",ZCG
0ZU0754,GRANINI PIÑA 3X20CL MINIBRICK 30U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0755,GRANINI MELOCOTON 3X20CL MINIBRICK 30U,D131,0001,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
1PLV0003,NEVERAS GRANINI,D131,0005,UN,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
1PLV0011,VASO GRANINI,D131,0005,UN,15570,"COMERGRUP, S.L.",ZCG
1PLV0013,VASO CACAOLAT 6 UNIDADES,D131,,,,,PLV
1PLV0034,SERVILLETERO CACAOLAT,D131,,,,,PLV
1PLV0145,BANDEJA CACAOLAT 6x100ud,D131,,,,,PLV
1PLV0179,VASO SIDRA BALLANTINES 6U,D131,,,,,PLV
1PLV0485,COPA GINGER LICOR 43 6U,D131,0001,CAJ,17915,GRUPO CACAOLAT S.L.,ZCG
1PLV0754,XPLICIT VAJILLA C.LECHE TAZA/PLATO 12U,D131,,,,,PLV
1PLV0756,XPLICIT VAJILLA CAFÉ TAZA/PLATO 12U,D131,,,,,PLV
1PLV0758,XPLICIT VAJILLA CORTADO TAZA/PLATO 12U,D131,,,,,PLV
1PLV1120,EXPOSITOR MADERA MOMENT TEA,D131,,,,,PLV
1PLV1138,BONKA ESSENTIA SERVILLETERO HOJALATA,D131,,,,,PLV
1PLV1141,MOMENT TEA TAZA PORCELANA 6U,D131,,,,,PLV
1PLV1156,VASO CHUPITO FROSTED VILLA MASSA 6U,D131,,,,,PLV
1PLV1157,FERRER KIT BABERO CALÇOTS 12U,D131,,,,,PLV
1PLV1159,CACAOLAT WELCOME PACK,D131,,,,,PLV
1PLV230,JARRA LECHE LETONA 1U,D131,,,,,PLV
1PLV635,BONKA TAZA CAFE SOLO 6U,D131,,,,,PLV
1PLV636,BONKA TAZA CAFE CORTADO 6U,D131,,,,,PLV
1PLV637,BONKA TAZA CAFE CON LECHE 6U,D131,,,,,PLV
1PLV971,BONKA PLATOS SUELTOS CAFÉ/CORTADO 6U,D131,,,,,PLV
1PLV972,BONKA PLATOS SUELTOS CAFÉ LECHE 6U,D131,,,,,PLV
1PLV986,COPA VINO 53CL GENÉRICA 6U,D131,,,,,PLV
1PLV994,JARRA LECHE LEVANTINA 1U,D131,,,,,PLV
1PLV995,JARRA LECHE LETONA SIN LACTOSA 1U,D131,,,,,PLV
3ENV0017,C.C.COBEGA VR35/VR30,D131,,,,,ENVASE
3ENV0021,CAJA+BOTELLA COLA VR237,D131,,,,,ENVASE
3ENV0023,CAJA BOTELLA SPRITE VR20,D131,,,,,ENVASE
3ENV0029,C.C. CACAOLAT 30 U.,D131,,,,,ENVASE
3ENV0033,C.C. GVC 330 MALAVELLA/1881,D131,,,,,ENVASE
3ENV0038,C.C.GASEOSA 1/2 FUENTPINOS     ,D131,,,,,ENVASE
3ENV0040,C.C. AGUA 1/4 VICHY-FONT D'OR,D131,0005,CAJ,30399,PREMIUM MIX GROUP S.L,ZCG
3ENV0041,C.C. AGUA 1/2 VICHY-FONT D'OR,D131,,,,,ENVASE
3ENV0042,C.C. AGUA 1/1 VICHY-FONT D'OR,D131,,,,,ENVASE
3ENV0044,C.C. SIFON,D131,,,,,ENVASE
3ENV0053,BOTELLA LETONA VIDR,D131,,,,,ENVASE
3ENV0054,ENVASE GARRAFA FONT D'OR 8L,D131,,,,,ENVASE
3ENV0055,PLASTICO COCA COLA VR20/237,D131,,,,,ENVASE
3ENV0058,C.C. 1/2 FONT D'OR MAXIMUM,D131,,,,,ENVASE
3ENV0059,C.C. 1/1 FONT D'OR MAXIMUM,D131,,,,,ENVASE
3ENV0060,C.C.GASEOSA ZALA SANMY 1/2,D131,,,,,ENVASE
3ENV0062,BOTELLA CACAOLAT,D131,,,,,ENVASE
3ENV0063,PLASTICO LECHE LETONA,D131,,,,,ENVASE
3ENV0067,PLASTICO CACAOLAT (30U),D131,,,,,ENVASE
3ENV0073,BOTELLA Vichy-1/4,D131,,,,,ENVASE
3ENV0077,PLASTICO GASEOSA 1/2,D131,,,,,ENVASE
3ENV0078,CAJA + ENVASE SCHWEPPES 24,D131,,,,,ENVASE
3ENV0085,PLASTICO AGUA 1/2 G. VICHY,D131,,,,,ENVASE
3ENV0093,PALETS EURO,D131,,,,,ENVASE
3ENV0099,PALET R 120X80 CHEP STAND,D131,,,,,ENVASE
3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,AA
3ENV0576,CAJA + BOTELLAS MALAVELLA 30CL,D131,,,,,ENVASE
3ENV075,CC GASOSA CASA NEGRE 1/1,D131,,,,,ENVASE
3ENV1281,C.C. LECHE LETONA (NUEVO),D131,,,,,ENVASE
3ENV1295,CC GASOSA CASA NEGRE 1/2,D131,,,,,ENVASE
AK13SR,AK DAMM 1/3 SIN RETORNO,D131,0001,CAJ,5001,S.A. DAMM,DB03A3
BH13P6,BOHEMIA DAMM 1/3SR CESTA 6U.150ANIV.,D131,0001,CAJ,5001,S.A. DAMM,DB04A3
BO13,BOCK-DAMM 1/3 RET.,D131,0001,CAJ,5001,S.A. DAMM,BA07A3
BO20,BOCK DAMM BARRIL 20L.,D131,0001,BRL,5001,S.A. DAMM,AC02A2
BRL20V,BARRIL INOX 20L. TANQUETA A16,D131,,,,,ENVASE
BRL30V,BARRIL INOX 30L. EURONORMA,D131,,,,,ENVASE
BT12V,BOTELLA 1/2 RET. VERI,D131,,,,,ENVASE
BT13,BOTELLAS 1/3,D131,,,,,ENVASE
CB30,CARLSBERG BARRIL 30,D131,0001,BRL,5001,S.A. DAMM,AC01A3
CJ11V,CAJAS COMPLETAS 1/1 V,D131,,,,,ENVASE
CJ12V,CAJAS COMPLETAS 1/2 V,D131,,,,,ENVASE
CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,D131,,,,,ENVASE
CJ13V,CAJAS COMPLETAS 1/3 V,D131,,,,,ENVASE
CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,D131,,,,,ENVASE
CM13,COMPLOT IPA 1/3 RET,D131,0001,CAJ,5001,S.A. DAMM,BA07A4
CM13P6,COMPLOT 1/3 SR PACK CESTA ABIERTA 6U.,D131,0001,CAJ,5001,S.A. DAMM,DB04A1
CM20,COMPLOT BARRIL 20L.,D131,0001,BRL,5001,S.A. DAMM,AC01A2
DL13,DAMM LEMON 1/3 RET,D131,0001,CAJ,5001,S.A. DAMM,AA02A1
DL13LT,DAMM LEMON 1/3 LATA LC,D131,0001,CAJ,5001,S.A. DAMM,CA02A3
DL20,DAMM LEMON BARRIL 20L.,D131,0001,BRL,5001,S.A. DAMM,AC03A3
DL30,DAMM LEMON BARRIL 30,D131,0001,BRL,5001,S.A. DAMM,AC04A1
DM13P6,DAURA MARZEN 1/3SR PACK CESTA ABIERTA 6U,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
EC13,DAURA DAMM 1/3 RET.,D131,0001,CAJ,5001,S.A. DAMM,BA05A1
EC13LT,DAURA DAMM 1/3 LATA LC,D131,0001,CAJ,5001,S.A. DAMM,CA03A1
EC13P6,DAURA DAMM 1/3 SR PACK CESTA ABIERTA 6U.,D131,0001,CAJ,5001,S.A. DAMM,DB03A2
ED13,ESTRELLA DAMM 1/3 RET. PP,D131,0001,CAJ,5001,S.A. DAMM,AA09A1
ED13LT,ESTRELLA DAMM 1/3 LATA,D131,0001,CAJ,5001,S.A. DAMM,CA01A1
ED13SR,ESTRELLA DAMM 1/3 SIN RETORNO,D131,0001,CAJ,5001,S.A. DAMM,BA03A3
ED14P6,ESTRELLA DAMM 1/4 PACK SEMICERRADO 6U.,D131,0001,CAJ,5001,S.A. DAMM,DB04A3
ED15LN,ESTRELLA DAMM 1/5 LN,D131,0001,CAJ,5001,S.A. DAMM,AA08A1
ED30,ESTRELLA DAMM BARRIL 30,D131,0001,BRL,5001,S.A. DAMM,AA10A1
EDI13P6,INEDIT DAMM 1/3 SR CESTA ABIERTA 2X3,D131,0001,CAJ,5001,S.A. DAMM,DB02B1
EDI34SR,INEDIT DAMM 3/4 SR CAJA 12U.,D131,0001,CAJ,5001,S.A. DAMM,DB01B1
FD13,FREE DAMM 1/3 RET.,D131,0001,CAJ,5001,S.A. DAMM,AA06A1
FD13LT,FREE DAMM 1/3 LATA LC,D131,0001,CAJ,5001,S.A. DAMM,CA01A3
FD14P6,FREE DAMM 1/4 PACK 6U.,D131,0001,CAJ,5001,S.A. DAMM,DB02A3
FD15,FREE DAMM 1/5 LN RET.,D131,0001,CAJ,5001,S.A. DAMM,BA06A2
FDL13,FREE DAMM LIMON 1/3 RET. PP,D131,0001,CAJ,5001,S.A. DAMM,AA05A1
FDL13LT,FREE DAMM LIMON 1/3 LATA,D131,0001,CAJ,5001,S.A. DAMM,CA02A3
FDL15,FREE DAMM LIMON 1/5 RET. PP,D131,0001,CAJ,5001,S.A. DAMM,BA07A1
FDT13,FREE DAMM TOSTADA 1/3 RET. PP,D131,0001,CAJ,5001,S.A. DAMM,AA04A1
FDT13LT,FREE DAMM TOSTADA 1/3 LATA LC,D131,0001,CAJ,5001,S.A. DAMM,CA03A1
FDT15,FREE DAMM TOSTADA 1/5 RET.,D131,0001,CAJ,5001,S.A. DAMM,BA07A4
FTB15B24,FEVERTREE GINGER BEER 1/5 BANDEJA 24U.,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
FTE15B24,FEVERTREE ELDERFLOWER TONIC 1/5 BAND-24U,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
FTG15B24,FEVERTREE GINGER ALE 1/5 BJ-24U.,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
FTI14L12,FEVERTREE INDIAN TONIC 1/4 LATA BAND-12U,D131,0001,CAJ,5001,S.A. DAMM,CA07A2
FTI15B24,FEVERTREE INDIAN TONIC 1/5 BAND-24U.,D131,0001,CAJ,5001,S.A. DAMM,DB01A3
FTM15B24,FEVERTREE MEDITERRANEAN TONIC 1/5 B-24U.,D131,0001,CAJ,5001,S.A. DAMM,DB01C3
FTR15B24,FEVERTREE RASPBERRY 1/5 BJ-24U.,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
FTS15B24,FEVERTREE SODA WATER 1/5 BANDEJA 24U.,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
FTZ15B24,FEVERTREE SICILIAN LEMONADE 1/5 BJ-24U.,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
GBD20,GRIMBERGEN DOUBLE AMBREE BARRIL 20L. RET,D131,0001,BRL,5001,S.A. DAMM,AC01A2
GCE3KLT,GARRIGA COLOMBIA FAIRTRADE ECO TOLVA 3KG,D131,,,,,ZCG
ID20,INEDIT DAMM BARRIL 20L,D131,0001,BRL,5001,S.A. DAMM,AC01A1
KE13,KELER 33 CL RET. PP,D131,0001,CAJ,5001,S.A. DAMM,BA05A2
NTF13B24,NESTEA F.ROJOS 33CL SR BANDEJA 24U. HT,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
NTF13L6F,NESTEA F.ROJOS 33CL LATA 4U-P6U SDR HT,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
NTL12P24,NESTEA LIMON 1/2 SR PET 24U. P.HT,D131,0001,CAJ,5001,S.A. DAMM,EA07B3
NTL13B24,NESTEA LIMON 1/3 SR BANDEJA 24U. P.HT,D131,0001,CAJ,5001,S.A. DAMM,DB07A1
NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,D131,0001,CAJ,5001,S.A. DAMM,CB06A2
NTL32SP6,NESTEA LIMON 3/2 SR PET 6U.,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
NTM13LT6,NESTEA MELOCOTON 1/3 LATA 4U-PACK 6U.P.H,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
NTP13LT6,NESTEA MANGO-PIÑA 1/3 LATA 4U-PACK 6U HT,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
NTS13LT6,NESTEA LIMON SIN 1/3 LATA 4U-PACK 6U,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
NTY1224F,NESTEA TE VERDE MARACUYA1/2SR PET 24U.HT,D131,0001,CAJ,5001,S.A. DAMM,DA01A2
NTY13B24,NESTEA TE VERDE MARACUYA 1/3SR B24U P.HT,D131,0001,CAJ,5001,S.A. DAMM,DB07A3
NTY13LT6,NESTEA TE VERDE MARACUYA1/3LATA 4U-P6UHT,D131,0001,CAJ,5001,S.A. DAMM,DA01A1
NTY32SP6,NESTEA TE VERDE MARACUYA 3/2SR PET 6U.HT,D131,0001,CAJ,5001,S.A. DAMM,DA01A2
OL13,ORO 1/3 RET.,D131,0001,CAJ,5001,S.A. DAMM,BA07A2
PI12,AGUA PIRINEA 1/2 GAS RET,D131,0001,CAJ,5001,S.A. DAMM,BA04A1
PI13,AGUA PIRINEA 1/3 GAS RET,D131,0001,CAJ,5001,S.A. DAMM,BA04A2
PL11V,PLASTICOS SIN BOT.1/1 V,D131,,,,,ENVASE
PL12V,PLASTICOS SIN BOT.1/2 V,D131,,,,,ENVASE
PL13LN,PLASTICOS SIN BOTELLAS 1/3 LN,D131,,,,,ENVASE
PL15,EUROCAJA 1/5 DAMM VACIA 30U. P.PLAST.A13,D131,,,,,ENVASE
RA30,RADEBERGER BARRIL 30,D131,0001,BRL,5001,S.A. DAMM,A0DISTRIDA
RB13,ROSA BLANCA 1/3 RET.,D131,0001,CAJ,5001,S.A. DAMM,BA07A4
SG30,SUREO SANGRIA BARRIL 30L.,D131,0001,BRL,5001,S.A. DAMM,A0DISTRIDA
TB8,BOTELLAS CARBONICO 8 KILOS,D131,0001,TB,5001,S.A. DAMM,AC01A1
TB8V,BOTELLAS CARBONICO 8 KG.VACIOS,D131,,,,,ENVASE
TL30,SUREO TINTO LIMON BARRIL 30L.,D131,0001,BRL,5001,S.A. DAMM,A0DISTRIDA
TU13,TURIA 1/3 RET.,D131,0001,CAJ,5001,S.A. DAMM,AA03A1
TU13LT,TURIA 1/3 LATA,D131,0001,CAJ,5001,S.A. DAMM,CA03A2
TU20,TURIA BARRIL 20L.,D131,0001,BRL,5001,S.A. DAMM,AC03A2
TU30,TURIA BARRIL 30L.,D131,0001,BRL,5001,S.A. DAMM,AC04A2
UBH01,COPA 33 CL BH,D131,,,,,PLV
UC010,ABRIDOR NORMAL ED,D131,,,,,PLV
UC260,PIZARRA ED,D131,,,,,PLV
UC263,PIZARRA CON SOPORTE ED,D131,,,,,PLV
UC301,SERVILLETERO METALICO ED,D131,,,,,PLV
UC406N,ABRIDOR MOSTRADOR ED,D131,,,,,PLV
UE050,VASO CAÑA GASTRO 25CL ED CAT,D131,,,,,PLV
UE902,COPA GRANDE ED,D131,,,,,PLV
UE903,COPA PEQUEÑA ED,D131,,,,,PLV
UE905,JARRA GRANDE ED,D131,,,,,PLV
UE906,JARRA PEQUEÑA ED,D131,,,,,PLV
UE926CATN,POSAVASOS ED CAT,D131,,,,,PLV
UE940CAT,PIZARRA SOPORTE ED CAT,D131,,,,,PLV
UE975,VASO PAPEL ED 33CL,D131,0001,UN,5001,S.A. DAMM,FA01A3
UF058,MESA PLASTICO ED,D131,,,,,PLV
UF070,SILLA PLASTICO ED,D131,,,,,PLV
UF078,SILLA ALUMINIO ED,D131,,,,,PLV
UGA0033,VAJILLA CAFE/LECHE GRANA 12 JUEG. GA,D131,,,,,PLV
UGA0034,VAJILLA CORTADO GRANA 12 JUEG. GA,D131,,,,,PLV
UGA0035,VAJILLA CAFE GRANA 12 JUEG. GA,D131,,,,,PLV
UGA0048,TAZA TE GARRIGA,D131,,,,,PLV
UGA0051,VAJILLA ECO CAFE NEGRO 12 JUEG. GA,D131,,,,,PLV
UGA0052,VAJILLA ECO CAFE CON LECHE 12 JUEG. GA,D131,,,,,PLV
UGA0053,VAJILLA ECO CORTADO 12 JUEG. GA,D131,,,,,PLV
UI044,VASO 33 CL INEDIT,D131,,,,,PLV
UT302,COPA 30 CL TURIA,D131,,,,,PLV
UT312,SERVILLETERO METÁLICO TU,D131,,,,,PLV
UV105,COPA VOLL-DAMM GRANDE,D131,,,,,PLV
VE11,AGUA VERI 1/1 VIDRIO RET.,D131,0001,CAJ,5001,S.A. DAMM,AA11A1
VE11SPC,AGUA VERI 1/1 PET CAJA 12U. TREKKING,D131,0001,CAJ,5001,S.A. DAMM,A0DISTRIDA
VE12,AGUA VERI 1/2 VIDRIO RET.,D131,0001,CAJ,5001,S.A. DAMM,AA12A1
VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,D131,0001,CAJ,5001,S.A. DAMM,EB03A1
VE12TSP,AGUA VERI 1/2 TREKKING 100%R-PET CJ-24U.,D131,0001,CAJ,5001,S.A. DAMM,EB03A1
VE13,AGUA VERI 1/3 VIDRIO RET.,D131,0001,CAJ,5001,S.A. DAMM,BA03A2
VE13SP,AGUA VERI 1/3 PET CAJA 35U. T.TH,D131,0001,CAJ,5001,S.A. DAMM,EB04A1
VE32P6,"AGUA VERI 1,5L PET PACK 6U.",D131,0001,CAJ,5001,S.A. DAMM,EB05A1
VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",D131,0001,CAJ,5001,S.A. DAMM,EB02A1
VE51SP,AGUA VERI 5/1 CAJA 3U.,D131,0001,CAJ,5001,S.A. DAMM,BC04A3
VI13,VICTORIA 1/3 RET.,D131,0001,CAJ,5001,S.A. DAMM,AA01A1
VO13,VOLL-DAMM 1/3 RET.,D131,0001,CAJ,5001,S.A. DAMM,AA07A1
VO13LT,VOLL DAMM 1/3 LATA LC,D131,0001,CAJ,5001,S.A. DAMM,CA01A2
VO14P6,VOLL-DAMM 1/4 PACK 6U.,D131,0001,CAJ,5001,S.A. DAMM,DB02A2
VO15LN,VOLL DAMM 1/5 LN,D131,0001,CAJ,5001,S.A. DAMM,BA06A1
VO20,VOLL DAMM BARRIL 20L.,D131,0001,BRL,5001,S.A. DAMM,AC03A1
VO30,VOLL-DAMM BARRIL 30,D131,0001,BRL,5001,S.A. DAMM,AC02A3
XI13,XIBECA 5% 1/3 RET,D131,0001,CAJ,5001,S.A. DAMM,BA05A3
